"iter","Phase.2.alpha","Phase.2.beta","Phase.1.alpha","Phase.1.beta"
54719,-562.101,-336.946,-1691.89,-1160.01
54720,-698.511,-387.519,-1626.55,-1197.44
54721,-669.449,-368.862,-1704.17,-1258.38
54722,-728.471,-285.259,-1577.91,-1069.78
54723,-648.751,-450.846,-1710.03,-1150.66
54724,-711.838,-308.348,-1760.55,-1374.26
54725,-640.53,-254.371,-1743.4,-1296.23
54726,-753.2,-243.993,-1776.06,-1261.99
54727,-667.288,-229.76,-1689.99,-1201.64
54728,-687.846,-462.324,-1891.85,-1246.73
54729,-595.844,-520.957,-1842.15,-1169.94
54730,-592.524,-409.359,-1687.52,-1203.84
54731,-705.35,-264.801,-1772.95,-1118.89
54732,-701.417,-279.952,-1770.94,-1394.75
54733,-662.374,-171.997,-1707.3,-1342.63
54734,-595.918,-291.925,-1685,-1250.04
54735,-411.265,-278.23,-1651.9,-1377.84
54736,-857.585,-261.426,-1711.93,-1202.78
54737,-495.327,-454.307,-1727.5,-1323.14
54738,-726.029,-562.485,-1894.14,-1128.38
54739,-909.254,-416.361,-1695.26,-1228.14
54740,-878.234,-715.577,-1871.58,-1260.43
54741,-779.528,-687.973,-1903.93,-1255.74
54742,-1002.62,-698.827,-1837.52,-1182.06
54743,-900.033,-738.444,-1731.88,-1071.17
54744,-886.353,-717.361,-1687.55,-1223.69
54745,-870.077,-710.257,-1854.82,-1198.05
54746,-806.162,-684.509,-1946.72,-1212.97
54747,-941.901,-724.849,-1741.22,-1156.85
54748,-677.813,-560.397,-1843.02,-1354.44
54749,-738.361,-665.734,-1768.34,-1227.01
54750,-716.04,-684.55,-1920.87,-1307.78
54751,-794.627,-692.991,-1822.85,-1258.04
54752,-790.938,-712,-1781.8,-1231.36
54753,-899.735,-704.818,-1692.76,-1154.01
54754,-749.481,-689.081,-1808.08,-1343.07
54755,-768.715,-677.168,-1918.55,-1327.96
54756,-790.453,-213.057,-1925.3,-1207.58
54757,-1013.67,-793.853,-1896.28,-1196.96
54758,-769.871,-653.447,-1771.91,-1313.6
54759,-656.797,-631.371,-1686.31,-1489.26
54760,-979.235,-554.646,-1763.67,-1315.12
54761,-664.583,-453.112,-1782.91,-1271.06
54762,-730.4,-379.299,-1715.95,-1299.23
54763,-726.968,-387.875,-1689.02,-1265.11
54764,-743.526,-455.468,-1773.73,-1259.74
54765,-916.113,-790.028,-1845.23,-1173.36
54766,-902.511,-627.762,-1844.57,-1343.34
54767,-816.097,-598.302,-1856.15,-1209.58
54768,-951.453,-428.651,-1838.66,-1181.57
54769,-815.162,-462.576,-1712.69,-1189.25
54770,-833.551,-728.561,-1694.18,-1177.47
54771,-709.024,-365.991,-1966.87,-1159.16
54772,-663.184,-495.766,-1782.3,-1362.59
54773,-599.501,-513.333,-1771.37,-1266.73
54774,-1047.08,-490.829,-1751.13,-1205.34
54775,-951.34,-547.915,-1713.96,-1160.65
54776,-966.077,-662.539,-1793.06,-1396.11
54777,-983.392,-739.141,-1858.21,-1208.84
54778,-727.342,-660.774,-1888.35,-1302.57
54779,-722.112,-720.752,-1984.2,-1215.68
54780,-838.843,-514.277,-1899.89,-1291.5
54781,-1066.43,-675.045,-1657.42,-1162.98
54782,-962.562,-637.554,-1726.12,-1015.3
54783,-831.47,-602.068,-1808.02,-1288.37
54784,-932.437,-663.834,-1696.11,-1269.99
54785,-844.41,-770.852,-1741.7,-1049.19
54786,-684.913,-655.155,-1647.03,-1136.86
54787,-763.709,-565.851,-1616.12,-1263.31
54788,-707.663,-563.951,-1678.33,-1411.72
54789,-954.938,-596.87,-1648.06,-1195.13
54790,-955.155,-733.328,-1837.4,-1374.55
54791,-869.704,-766.801,-1700.74,-1324.5
54792,-1006.58,-655.88,-1630.01,-1201.66
54793,-914.074,-607.27,-1636.06,-1219.18
54794,-832.13,-750.385,-1820.82,-1191.68
54795,-801.695,-606.218,-1847.6,-1236.3
54796,-905.686,-662.273,-1984.55,-1202.68
54797,-810.595,-638.619,-1928.67,-1265.27
54798,-867.062,-746.331,-1838.38,-1389.98
54799,-709.46,-627.67,-1562.83,-1281.21
54800,-711.208,-21.537,-1687.91,-1237.59
54801,-640.324,-485.108,-1882.71,-1202.93
54802,-919.008,-643.731,-1608.72,-1165.25
54803,-812.693,-655.673,-1709.56,-1407.67
54804,-638.326,-603.774,-1727.85,-1176.49
54805,-693.364,-370.484,-1583.17,-1245.91
54806,-681.947,-425.533,-1749.04,-1220.22
54807,-533.981,-398.844,-1792.25,-1160.18
54808,-617.784,-418.442,-1791.06,-1166.75
54809,-575.001,-442.647,-1742.76,-1219.89
54810,-588.567,-279.475,-1725.99,-1213.83
54811,-581.751,-402.076,-1729.03,-1258.22
54812,-699.971,-585.567,-1599.39,-1213.41
54813,-747.83,-81.3429,-1669.9,-1240.35
54814,-697.432,-686.329,-1751.79,-1242.27
54815,-867.766,-706.224,-1598.19,-1340.22
54816,-717.346,-375.618,-1692.84,-1246.04
54817,-775.197,-249.38,-1501.04,-1236.31
54818,-755.997,-721.536,-1908.88,-1056.78
54819,-1018.23,-697.631,-1828.09,-1206.67
54820,-702.49,-452.657,-1457.38,-1199.44
54821,-703.44,-429.713,-1769.2,-1269.08
54822,-610.545,-310.506,-1800.61,-1170.14
54823,-739.436,-334.645,-1740.28,-1179.4
54824,-594.982,-401.538,-1704.67,-1169.3
54825,-600.322,-311.641,-1695.15,-1242.85
54826,-698.305,-202.342,-1548.25,-1269.52
54827,-787.852,-214.298,-1820.02,-1222.54
54828,-614.879,-76.2977,-1664.97,-1324.46
54829,-528.337,-218.451,-1749.13,-1238.28
54830,-610.276,-320.317,-1717.67,-1226.73
54831,-718.242,-267.975,-1819.67,-1348.68
54832,-605.886,-401.2,-1753.58,-1188.19
54833,-702.257,-328.862,-1795.69,-1167.22
54834,-701.22,-518.601,-1638.85,-1395.16
54835,-613.269,-364.306,-1626.92,-1393.83
54836,-649.514,-393.968,-1807.66,-1149.4
54837,-809.293,-791.085,-1850.71,-1073.62
54838,-701.743,-291.104,-1786.76,-1084.55
54839,-691.472,-433.491,-1774.92,-1241.24
54840,-762.233,-227.828,-1922.91,-1258.01
54841,-699.583,-438.91,-1725.07,-1221.79
54842,-689.164,-459.928,-1539.46,-1350.75
54843,-420.814,-407.913,-1667.18,-1316.37
54844,-488.473,-306.27,-1815.08,-1018.87
54845,-654.446,-400.12,-1770.72,-1164.73
54846,-711.468,-379.233,-1822.29,-1160.11
54847,-717.199,-444.161,-1878.4,-1284.04
54848,-665.466,-262.158,-1755.8,-1275.04
54849,-661.172,-340.138,-1639.83,-1213.41
54850,-990.757,-665.453,-1923.53,-1257.9
54851,-644.207,-440.598,-1843.08,-988.54
54852,-593.659,-438.79,-1801.68,-1177.44
54853,-555.381,-283.693,-1887.97,-1263.35
54854,-552.209,-287.265,-1799.14,-1323.51
54855,-696.024,-484.818,-1690.06,-1368.72
54856,-575.418,-389.001,-1863.7,-1219.93
54857,-757.048,-720.529,-1658.6,-1366.5
54858,-701.891,-343.221,-1808.59,-1135.66
54859,-717.88,-402.88,-1794.23,-1289.37
54860,-908.156,-730.026,-1775.75,-1150.81
54861,-969.531,-674.82,-1776.46,-1262.01
54862,-1002.5,-725.103,-1853.99,-1229.39
54863,-988.828,-632.843,-1704.46,-1014.56
54864,-923.642,-693.314,-1566.22,-1192.09
54865,-775.874,-648.771,-1832.31,-1453.98
54866,-736.457,-719.933,-1668.95,-1147.35
54867,-858.977,-773.786,-1667.4,-1057.55
54868,-725.261,-480.048,-1935.3,-1084.54
54869,-815.697,-583.295,-1724.59,-1292.06
54870,-1077.24,-688.992,-1702.01,-1268.32
54871,-1108.62,-689.465,-1790.95,-1276.64
54872,-719.839,-708.475,-1792.63,-1181.31
54873,-665.074,-400.793,-1959.44,-1085.49
54874,-519.204,-347.922,-1603.45,-1352.51
54875,-415.448,-398.721,-1891.06,-1274.91
54876,-379.278,-265.74,-1762.91,-1027.09
54877,-573.64,-407.002,-1765.24,-1175.97
54878,-681.5,-399.963,-1653.83,-1137.96
54879,-563.252,-421.789,-1825.58,-1142.36
54880,-662.479,-317.099,-1627.89,-1249.76
54881,-671.988,-331.992,-1710.14,-1210.88
54882,-771.747,-409.535,-1739.2,-1195.8
54883,-644.913,-419.667,-1648.28,-1217.95
54884,-634.792,-396.724,-1858.67,-1136.86
54885,-662.489,-371.059,-1651.94,-1099.96
54886,-617.695,-560.529,-1684.13,-1155.67
54887,-1042.68,-611.09,-1694.99,-1266.8
54888,-710.463,-625.752,-1699,-1356.94
54889,-993.716,-734.631,-1710.42,-1360.31
54890,-736.83,-455.503,-1950.04,-1326.16
54891,-691.86,-630.714,-1726.57,-1302.46
54892,-710.214,-58.4079,-1775.08,-1286.4
54893,-707.567,-633.215,-1791.56,-1283.39
54894,-705.9,-442.244,-1699.61,-1251.61
54895,-696.329,-406.716,-1726.53,-1241.54
54896,-653.274,-345.189,-1693.72,-1238.87
54897,-757.524,-461.926,-1902.41,-1138.76
54898,-662.68,-419.346,-1927.21,-1330.49
54899,-805.957,-765.483,-1799.84,-1066.83
54900,-725.623,-323.081,-1741.95,-1060.54
54901,-693.945,-359.684,-1789.62,-1216.73
54902,-611.496,-563.13,-1939.75,-1185.72
54903,-842.923,-659.299,-1841.62,-1264.46
54904,-782.317,-699.406,-1797.42,-1203.5
54905,-975.019,-757.78,-1791.68,-1167.69
54906,-883.034,-669.382,-1801.64,-1303.89
54907,-734.089,-695.767,-1888.25,-1279.8
54908,-812.063,-669.087,-1759.76,-1218.11
54909,-934.588,-589.159,-1780.35,-1256.89
54910,-817.088,-306.274,-1705.47,-1147.11
54911,-1006.77,-675.772,-1887.55,-1264.73
54912,-972.283,-810.568,-1675.31,-1093.09
54913,-795.876,-637.006,-1723.51,-1147.65
54914,-902.785,-685.132,-1639.73,-1123.19
54915,-951.918,-497.629,-1654.85,-1218.03
54916,-787.158,-624.877,-1960.39,-1304.9
54917,-973.613,-433.168,-1660.5,-1291.43
54918,-644.495,-315.17,-1709.42,-1269.18
54919,-619.915,-615.522,-1875.85,-1293.52
54920,-838.444,-544.116,-1740.31,-1102.37
54921,-621.603,-432.16,-1835.55,-1198.73
54922,-714.02,-596.947,-1799.14,-1177.61
54923,-710.462,-517.537,-1932.65,-1320.91
54924,-717.631,-193.629,-1863.32,-1251.67
54925,-739.776,-578.135,-1706.31,-1212.82
54926,-940.637,-727.747,-1829.56,-1162.09
54927,-722.039,-391.901,-1889.56,-1374.43
54928,-698.968,-406.471,-1965.6,-1243.98
54929,-826.302,-683.576,-1921.04,-1259.07
54930,-976.216,-657.208,-1699.9,-1232.88
54931,-930.619,-556.629,-1761.39,-1396.22
54932,-826.658,-592.394,-1635.07,-1347.5
54933,-1081.51,-600.826,-1859.66,-1318.8
54934,-1011.54,-772.149,-1752.74,-1206.49
54935,-963.281,-626.328,-1730.66,-1156.95
54936,-1144.15,-655.721,-1758.58,-1336.4
54937,-934.934,-599.016,-1638.65,-1263.37
54938,-826.359,-532.981,-1640.87,-1309.86
54939,-771.693,-693.765,-1743.41,-1290.79
54940,-1000.24,-688.855,-1868.73,-1141.73
54941,-910.949,-665.872,-1836.59,-1281.16
54942,-757.89,-662.602,-1702.44,-1169.85
54943,-933.491,-658.077,-1757.52,-1134.37
54944,-913.248,-549.932,-1787.71,-1223.89
54945,-906.159,-541.064,-1704.55,-1211.53
54946,-809.369,-537.704,-1799.97,-1205.68
54947,-807.369,-614.91,-1679.22,-1308.61
54948,-927.121,-625.279,-1934.39,-1302.54
54949,-905.379,-428.539,-1722.73,-1225.35
54950,-1049.16,-523.667,-1794.91,-1243.49
54951,-907.243,-473.389,-1610.79,-1152.9
54952,-834.372,-759.2,-1893.58,-1158.36
54953,-889.45,-767.47,-1885.03,-1310.7
54954,-975.713,-606.99,-1789.64,-1234.75
54955,-1045.86,-758.873,-1903.62,-1232.65
54956,-787.081,-644.638,-1753.85,-1234.59
54957,-713.404,-657.043,-1751.58,-1298.3
54958,-963.736,-656.567,-1635.71,-1198.7
54959,-858.743,-686.558,-1731.93,-1280.17
54960,-976.468,-574.072,-1846.05,-1217.63
54961,-874.66,-573.86,-1683.83,-1130.94
54962,-704.59,-634.043,-1754.27,-1206.24
54963,-729.158,-542.646,-1758.44,-1216.86
54964,-1156.46,-583.22,-1551.87,-1232.09
54965,-1220.08,-549.484,-1569.37,-1277.73
54966,-819.144,-547.541,-1737.04,-1274.96
54967,-773.564,-707.065,-1596.69,-1213.76
54968,-910.398,-692.63,-1593.99,-1317.34
54969,-866.078,-680.454,-1799.94,-1201.98
54970,-709.416,-206.156,-1702.47,-1236.11
54971,-697.635,-481.787,-1936.77,-1196.63
54972,-780.997,-388.045,-1901.33,-1252.46
54973,-663.011,-319.211,-1706.09,-1225.42
54974,-537.562,-481.959,-1834,-1098.19
54975,-539.591,-513.01,-1777.83,-1259.84
54976,-791.006,-292.438,-1686.95,-1333.71
54977,-981.629,-691.726,-1682.11,-1078.31
54978,-942.393,-659.058,-1862.31,-1146
54979,-814.487,-620.664,-1889.36,-1276.52
54980,-932.469,-634.203,-1828.68,-1295.32
54981,-820.786,-606.091,-1943.54,-1315.46
54982,-868.572,-589.64,-1808.27,-1188.74
54983,-583.199,-500.192,-1869,-1130.7
54984,-682.22,-473.389,-1829.2,-1401.72
54985,-857.195,-721.357,-1841.57,-1139.98
54986,-970.766,-593.771,-1854.73,-1284.95
54987,-789.25,-584.172,-1424.53,-1263.32
54988,-894.047,-622.219,-1780.86,-1170.9
54989,-921.265,-813.368,-1876.6,-1201.19
54990,-749.708,-719.94,-1920.03,-1150.1
54991,-847.045,-682.11,-1960.64,-1171.02
54992,-932.1,-663.808,-1639.92,-1363.49
54993,-1015.11,-661.942,-1708.22,-1138.52
54994,-970.648,-695.186,-1840.02,-1051.96
54995,-749.318,-701.297,-1772.12,-1186.63
54996,-875.403,-698.284,-1829.69,-1223.76
54997,-983.329,-627.622,-1878.62,-1258.01
54998,-939.355,-724.501,-1866.21,-1350.83
54999,-885.793,-674.934,-1905.29,-1213.93
55000,-816.243,-658.88,-1724.3,-1125.49
55001,-924.172,-658.433,-1785.19,-1126.4
55002,-719.861,-631.142,-1676.22,-1206.53
55003,-823.744,-550.578,-1902.48,-1282.2
55004,-804.631,-560.81,-1773.04,-1152.55
55005,-1073.77,-724.456,-1758.88,-1158.53
55006,-657.881,-460.252,-1809.52,-1058.62
55007,-831.489,-588.445,-1731.58,-1119.44
55008,-781.346,-599.903,-1697.85,-1082.9
55009,-1082.02,-642.985,-1665.56,-1304.74
55010,-816.331,-622.429,-1762.65,-1217.06
55011,-971.498,-662.79,-1834.21,-1174.97
55012,-823.064,-644.803,-1705.07,-1168.09
55013,-931.708,-757.749,-1823.83,-1092.6
55014,-833.932,-647.569,-1755.04,-1311.64
55015,-851.429,-671.722,-1725.39,-1193.13
55016,-770.628,-703.213,-1992.85,-1130.75
55017,-769.457,-745.397,-1738.45,-1296.41
55018,-928.398,-627.749,-1777.64,-1253.85
55019,-715.923,-455.474,-1797.51,-1254.26
55020,-640.097,-561.092,-1987,-1243.72
55021,-695.175,-397.48,-1725.12,-1164.51
55022,-687.787,-203.169,-1768.54,-1188.5
55023,-724.169,-359.239,-1717.94,-1497.09
55024,-620.32,-235.796,-1773.31,-1262.34
55025,-699.074,-499.281,-1725.71,-1278.69
55026,-1084.09,-577.93,-1807.05,-1158.74
55027,-694.642,-295.276,-1680.78,-1269.69
55028,-777.942,-373.386,-1580.83,-1215.78
55029,-699.548,-343.441,-1955.58,-1291.44
55030,-589.409,-454.03,-1764.49,-1318.36
55031,-682.354,-671.169,-1810.78,-1188.6
55032,-816.768,-497.712,-1790.5,-1121.69
55033,-730.618,-515.867,-1657.25,-1217.43
55034,-744.605,-525.989,-1679.19,-1250.35
55035,-657.073,-359.673,-1763.54,-1180.92
55036,-711.028,-433.652,-1840.86,-1140.44
55037,-948.549,-710.375,-1751.68,-1263.43
55038,-705.947,-693.391,-1961.86,-1272.44
55039,-790.716,-700.614,-1807.54,-1177.35
55040,-525.184,-377.883,-1891.98,-1074.66
55041,-942.688,-480.557,-1801.71,-1206.86
55042,-742.074,-378.468,-1895.67,-1149.99
55043,-774.066,-486.441,-1837.64,-1253.64
55044,-682.708,-625.626,-1698.81,-1289.9
55045,-737.244,-637.733,-1910.47,-1275.41
55046,-1004.07,-673.14,-1855.91,-1272.3
55047,-894.535,-659.848,-1793.9,-1284.01
55048,-1056.85,-556.707,-1728.94,-1310.38
55049,-678.132,-545.222,-1737.66,-1189.81
55050,-695.681,-403.925,-1775.89,-1107.22
55051,-671.912,-357.841,-1793.92,-1209.71
55052,-419.298,-302.936,-1922.11,-1361.51
55053,-539.542,-431.497,-1923.49,-1182.6
55054,-686.228,-502.972,-1820.9,-1052.26
55055,-715.361,-520.88,-1874.86,-1010.8
55056,-698.323,-167.203,-1949.42,-1309.75
55057,-729.303,-239.487,-1710.12,-1290.3
55058,-735.104,-325.313,-1724.29,-1184.54
55059,-762.589,-440.251,-1755.4,-1143.46
55060,-708.25,-431.967,-1688.57,-1187.34
55061,-571.677,-486.457,-1752.14,-1269.79
55062,-703.08,-338.546,-1852.9,-1264.66
55063,-886.592,-506.314,-1908.67,-1394.94
55064,-549.384,-359.185,-1651.32,-1249.86
55065,-726.777,-234.213,-1809.47,-1343.68
55066,-636.058,-371.421,-1725.32,-1098.45
55067,-658.68,-209.103,-1744.96,-1216.97
55068,-573.481,-237.996,-1707.83,-1202.83
55069,-684.172,-425.421,-1694.63,-1264.43
55070,-583.826,-406.511,-1671.4,-1221.99
55071,-468.863,-319.106,-1881.74,-1172.4
55072,-1268.42,-389.678,-1771.36,-1290.32
55073,-712.078,-433.391,-1784.96,-1238.79
55074,-850.255,-359.799,-1695.58,-1240.38
55075,-745.174,-474.26,-1646.45,-1184.76
55076,-812.087,-516.025,-1679.47,-1256.94
55077,-666.028,-389.768,-1655.6,-1339.26
55078,-759.326,-369.267,-1524.52,-1231.86
55079,-743.852,-368.551,-1926.6,-1219.44
55080,-670.756,-478.36,-1774.56,-1288.32
55081,-734.948,-657.094,-1707.55,-1164.57
55082,-982.54,-747.731,-1916.24,-1118.47
55083,-804.62,-713.783,-1702.57,-1195.49
55084,-871.871,-756.949,-1476.71,-1220.77
55085,-967.076,-693.913,-1929.4,-1185.38
55086,-979.367,-668.346,-1768.15,-1307.82
55087,-595.038,-195.445,-1823.32,-1183.74
55088,-631.635,-446.889,-1937.81,-1095.88
55089,-711.154,-287.7,-1835.82,-1266.38
55090,-659.098,-422.876,-1854.94,-1258.26
55091,-928.634,-678.979,-1837.41,-1393.33
55092,-699.693,-661.59,-1722.3,-1152.34
55093,-471.216,-264.411,-1923.37,-1341.62
55094,-761.501,-338.961,-1797.55,-1362
55095,-678.262,-393.828,-1962.6,-1273.94
55096,-656.978,-413.924,-1929.19,-1283.28
55097,-687.673,-299.999,-1603.37,-1348.23
55098,-674.053,-385.216,-1717.16,-1107.71
55099,-778.804,-165.572,-1722.96,-1207.51
55100,-717.961,-327.85,-1848.73,-1207.35
55101,-643.094,-460.975,-1638.47,-1169.14
55102,-728.163,-413.057,-1866.71,-1226.3
55103,-737.94,-166.064,-1760.75,-1144.3
55104,-720.624,-349.428,-1579.88,-1263.33
55105,-730.091,-162.399,-1941.45,-1633.39
55106,-636.864,-501.414,-1843.69,-1209.07
55107,-856.268,-673.089,-1738.29,-1344.65
55108,-965.535,-574.249,-1715.31,-1276.23
55109,-931.092,-660.925,-1843.04,-1258.47
55110,-830.857,-652.93,-1794.22,-1159.49
55111,-781.021,-492.523,-1752.73,-1285.66
55112,-897.739,-596.282,-1754.88,-1175.9
55113,-874.677,-578.978,-1621.97,-1203.85
55114,-923.281,-636.671,-1639.21,-1051.71
55115,-958.074,-620.756,-1782.43,-1119.9
55116,-707.563,-413.295,-1732.29,-1242.04
55117,-699.189,-534.083,-1773.16,-1100.15
55118,-724.37,-720.166,-1768.45,-1282.32
55119,-1161.89,-615.996,-1658.57,-1223.79
55120,-933.175,-686.577,-1759.92,-1331.03
55121,-883.116,-712.293,-1803.76,-1125.69
55122,-714.368,-502.301,-1629.37,-1210.06
55123,-717.986,-390.597,-1704.23,-1298.11
55124,-708.488,-390.375,-1773.38,-1307.64
55125,-710.516,-292.492,-1596.01,-1312.65
55126,-628.066,-271.523,-1834.28,-1296.66
55127,-554.506,-241.07,-1879.72,-1252.09
55128,-514.659,-255.782,-1805.84,-1346.97
55129,-655.885,-333.293,-1896.41,-1276.53
55130,-727.145,-300.775,-1987.96,-1215.7
55131,-724.589,-85.6702,-1854.13,-1275.93
55132,-813.022,-738.976,-1849.18,-1217.55
55133,-959.449,-692.935,-1712.82,-1224.85
55134,-909.078,-476.928,-1621.01,-1253.02
55135,-1061.34,-458.037,-1692.33,-1111
55136,-615.982,-402.852,-1690.1,-1404.3
55137,-596.51,-468.621,-1697.21,-1357.02
55138,-831.627,-400.883,-1836.09,-1014.44
55139,-933.618,-371.743,-1829.44,-1245.79
55140,-943.866,-582.92,-1883.37,-1358.81
55141,-986.137,-540.557,-1935.63,-1269.72
55142,-1042.2,-682.838,-1688.13,-1141.98
55143,-904.603,-512.155,-1736.06,-1341.54
55144,-780.909,-640.339,-1821.04,-1298.47
55145,-891.183,-610.683,-1760.36,-1351.14
55146,-988.745,-611.585,-1849.4,-1353.29
55147,-831.127,-585.981,-1776.38,-1384.78
55148,-946.237,-594.06,-1636.58,-1127.73
55149,-621.213,-611.033,-1902.45,-1158.69
55150,-621.974,-600.417,-1860.59,-1261.15
55151,-680.684,-579.015,-1746.53,-1239.66
55152,-961.149,-612.398,-1788.51,-1193.18
55153,-720.951,-287.182,-1712.48,-1167.4
55154,-502.782,-273.116,-1788.32,-1223.64
55155,-908.554,-637.491,-1746.84,-1274.83
55156,-870.488,-594.45,-1980.46,-1460.48
55157,-925.219,-724.022,-1990.74,-1244.5
55158,-687.878,-671.759,-1845.98,-1222.55
55159,-1034.24,-612.049,-1829.53,-1261.25
55160,-939.169,-551.98,-1807.66,-1131.02
55161,-968.112,-666.129,-1844.2,-1171.29
55162,-822.213,-543.358,-1852.48,-1119.11
55163,-821.779,-806.119,-1613.1,-1244.57
55164,-960.329,-755.583,-1559.7,-1150.09
55165,-671.963,-321.909,-1790.7,-1152.7
55166,-818.325,-390.332,-1849.01,-1167.21
55167,-692.826,-150.692,-1721.1,-1219.53
55168,-580.108,-316.759,-1618.78,-1268.33
55169,-979.145,-185.373,-1916.64,-1222.36
55170,-641.94,-327.884,-1759.35,-1301.67
55171,-635.329,-371.641,-1843.35,-1320.35
55172,-762.403,-336.163,-1916.03,-1180.09
55173,-566.37,-415.824,-1743.98,-1376.84
55174,-668.562,-391.787,-1577.78,-1228.76
55175,-774.93,-343.067,-1709.05,-1218.84
55176,-709.698,-279.83,-1881.4,-1199.77
55177,-780.976,-247.464,-1796.36,-1187.72
55178,-558.775,-421.428,-1847.85,-1313.36
55179,-646.048,-245.1,-1881.4,-1307.12
55180,-774.016,-706.777,-1877.23,-1324.28
55181,-690.64,-594.166,-1656.49,-1265.26
55182,-647.899,-528.929,-1639.34,-1349.26
55183,-777.844,-429.767,-1622.75,-1336.23
55184,-716.622,-256.522,-1800.17,-1012.9
55185,-753.763,-687.201,-1873.84,-1218.55
55186,-868.018,-717.769,-1882.1,-1167.12
55187,-759.044,-667.267,-1800.66,-1117.8
55188,-941.554,-681.683,-1906.87,-1204.99
55189,-914.651,-703.62,-1708.1,-1149.73
55190,-832.595,-699.838,-1739.2,-1199.05
55191,-927.068,-764.627,-1743.48,-1287.95
55192,-725.456,-699.158,-1877.39,-1315.67
55193,-690.838,-506.648,-1705.12,-1399.41
55194,-736.43,-480.922,-1750.79,-1332.25
55195,-726.657,-464.915,-1825.8,-1354.28
55196,-615.212,-293.267,-1693.49,-1221.26
55197,-620.786,-390.336,-1701.39,-1265.55
55198,-661.481,-339.218,-1666.58,-1120
55199,-673.885,-484.648,-1772.89,-1244.42
55200,-653.268,-612.338,-1729.21,-1271.8
55201,-950.689,-518.749,-1836.5,-1193.36
55202,-1136.21,-650.771,-1815.89,-1287.23
55203,-1157.74,-600.753,-1788.68,-1176.43
55204,-1174.97,-568.13,-1809.83,-1255.05
55205,-981.314,-722.778,-1586.24,-1278.55
55206,-760.978,-707.015,-1762.71,-1202.28
55207,-689.253,-569.179,-1743.47,-1221.5
55208,-655.595,-406.519,-1731.41,-1342.03
55209,-714.024,-235.998,-1665.39,-1252.43
55210,-594.146,-526.938,-1919.57,-1284.82
55211,-370.871,-343.544,-1817.77,-1293.66
55212,-484.365,-129.591,-1750.09,-1271.55
55213,-682.314,-252.581,-1845.41,-1072.89
55214,-693.138,-277.22,-1863.24,-1230.43
55215,-671.442,-589.477,-1830.56,-1135.51
55216,-892.702,-710.811,-1742.36,-1120.81
55217,-944.502,-671.168,-1826.82,-1091.73
55218,-821.551,-634.429,-1704.19,-1401.25
55219,-911.804,-731.937,-1949.21,-1290.81
55220,-939.475,-537.483,-1729.37,-1080.94
55221,-948.791,-477.568,-1691.57,-1088.59
55222,-560.946,-457.005,-1920.35,-1261.67
55223,-901.274,-514.285,-1852.98,-1292.97
55224,-855.531,-311.479,-1822.07,-1374.88
55225,-863.546,-571.132,-1771.23,-1228.3
55226,-832.788,-633.954,-1680.86,-1187.19
55227,-755.948,-694.642,-1666.96,-1152.2
55228,-805.829,-702.301,-1761.74,-1111.79
55229,-974.872,-725.095,-1794.78,-1067.82
55230,-893.635,-739.915,-1825.01,-1184.42
55231,-766.526,-598.45,-1682.47,-1175.23
55232,-944.514,-680.497,-1437.03,-1207.63
55233,-1008.78,-675.706,-1859.18,-1371.01
55234,-992.296,-793.35,-1853.09,-1320.1
55235,-703.637,-699.795,-1819.58,-1253.87
55236,-876.147,-643.738,-1807.63,-1193.27
55237,-727.995,-682.719,-1900.87,-1167.52
55238,-898.175,-596.006,-1702.39,-1239.55
55239,-832.756,-697.904,-1658.75,-1164.15
55240,-762.284,-697.766,-1878.91,-1189.48
55241,-986.346,-439.61,-1618.66,-1237.39
55242,-816.151,-509.634,-1744.74,-1238.07
55243,-1165.29,-702.926,-1665.59,-1252.06
55244,-766.772,-719.919,-1620.55,-1135.94
55245,-998.526,-732.343,-1717.33,-1072.98
55246,-764.972,-742.617,-1669.17,-1198.73
55247,-703.74,-520.892,-1690.77,-1150.96
55248,-741.549,-506.751,-1790.88,-1244.54
55249,-737.596,-344.332,-1879.99,-1137.27
55250,-694.775,-255.441,-1962.21,-1253.66
55251,-732.261,-414.873,-1729.08,-1215.23
55252,-667.949,-426.398,-1914.21,-1171.76
55253,-793.923,-626.508,-1914.5,-1174.11
55254,-806.501,-465.568,-1951.69,-1245.29
55255,-973.204,-393.907,-1857.24,-1204.18
55256,-921.385,-756.521,-1804.4,-1046.9
55257,-920.865,-464.897,-1775.74,-1161.22
55258,-962.989,-502.212,-1803.72,-1225.8
55259,-825.162,-569.493,-1537.58,-1231.33
55260,-762.722,-649.299,-1694.92,-1217.24
55261,-866.38,-723.505,-1754.41,-1305.99
55262,-707.377,-537.759,-1699.52,-1212.11
55263,-757.884,-683.057,-1556.92,-1265.69
55264,-750.852,-658.321,-1706.08,-1301.37
55265,-725.278,-646.03,-1696.25,-1156.84
55266,-748.911,-706.259,-1852.74,-1287.31
55267,-725.187,-668.505,-1633.3,-1364.23
55268,-796.842,-704.253,-1715.62,-1243.82
55269,-721.746,-463.01,-1741.24,-1104.86
55270,-635.281,-458.418,-1808.88,-1196.53
55271,-648.298,-288.408,-1561.73,-1228.92
55272,-653.092,-555.497,-1696.13,-1222.21
55273,-397.468,-309.295,-1950.3,-1255.89
55274,-639.152,-358.807,-1703.55,-1337.34
55275,-639.441,-275.3,-1726.19,-1330.02
