"iter","Phase.2.alpha","Phase.2.beta","Phase.1.alpha","Phase.1.beta"
11545,-894.325,-520.264,-1930.06,-1213.56
11546,-1168.89,-714.188,-1710.65,-1197.08
11547,-715.574,-59.5756,-1700.86,-1322.4
11548,-877.489,-632.761,-1962.02,-1282.03
11549,-967.589,-593.117,-1871.64,-1461.93
11550,-938.117,-518.575,-1635.46,-1132.81
11551,-796.085,-541.149,-1873.25,-1316.08
11552,-828.209,-541.672,-1731.15,-1265.79
11553,-706.28,-284.579,-1744.23,-1104.39
11554,-699.711,-422.255,-1932.21,-1195.65
11555,-511.715,-313.302,-1948.83,-1358.13
11556,-617.095,-517.497,-1887.67,-1355.21
11557,-518.044,-446.638,-1944.48,-1240.26
11558,-639.205,-402.189,-1799.78,-1249.94
11559,-704.964,-302.729,-1829.2,-1196.04
11560,-707.51,-559.613,-1653.77,-1417.74
11561,-655.754,-247.464,-1780.11,-1280.42
11562,-439.465,-340.964,-1896.68,-1376.97
11563,-509.03,-278.184,-1781.19,-1238.43
11564,-440.673,-194.807,-1921.01,-1424.11
11565,-758.575,-224.464,-1829.2,-1355.34
11566,-686.12,-176.504,-1750.98,-1258.51
11567,-715.62,-390.022,-1703.65,-1334.64
11568,-964.693,-715.618,-1691.41,-1187.06
11569,-1064.11,-693.223,-1925.54,-1182.59
11570,-901.472,-658.237,-1711.42,-1300.97
11571,-968.12,-720.176,-1763.17,-1176.35
11572,-755.416,-399.371,-1561.28,-1271.75
11573,-665.833,-663.51,-1739.16,-1132.82
11574,-732.759,-484.973,-1739.55,-1090.25
11575,-748.566,-504.537,-1741.83,-1283.19
11576,-654.775,-561.988,-1988.11,-1072.86
11577,-983.909,-565.042,-1935.93,-1250.48
11578,-1015.31,-515.088,-1937.98,-1311.23
11579,-481.655,-428.357,-1924.1,-1256.05
11580,-768.029,-317.006,-1911.01,-1283.03
11581,-787.133,-685.288,-1685.58,-1102.49
11582,-684.282,-429.009,-1780.62,-1262.28
11583,-1020.68,-536.679,-1791.71,-1190.28
11584,-807.787,-550.06,-1715.96,-1365.23
11585,-1124.41,-671.842,-1672.88,-1401.91
11586,-752.705,-685.17,-1786,-1244.36
11587,-664.923,-648.573,-1729.94,-1243.07
11588,-649.115,-305.638,-1680.81,-1185.19
11589,-967.52,-706.558,-1764.16,-1280.62
11590,-1062.13,-601.418,-1622.23,-1271.34
11591,-735.049,-461.329,-1790.58,-1196.49
11592,-460.009,-359.232,-1785.32,-1242.93
11593,-611.848,-223.905,-1891.36,-1195.13
11594,-662.105,-329.117,-1882.84,-1217.8
11595,-708.349,-323.944,-1757.64,-1176.74
11596,-562.541,-428.808,-1935.21,-1227.46
11597,-650.8,-577.666,-1880.65,-1436.05
11598,-688.78,-557.242,-1789.34,-1160.05
11599,-671.762,-284.105,-1906.04,-1373.78
11600,-676.368,-163.152,-1866.34,-1448.29
11601,-772.413,-330.806,-1880.78,-1158.92
11602,-641.771,-557.46,-1757.55,-1164.42
11603,-669.286,-426.159,-1714.73,-1213.5
11604,-648.309,-434.86,-1737.2,-907.226
11605,-681.005,-408.328,-1636.91,-1235.43
11606,-852.359,-684.595,-1622.32,-1262.12
11607,-896.508,-614.563,-1758.4,-1255.05
11608,-943.015,-638.352,-1752.41,-1083.15
11609,-895.017,-664.931,-1430.44,-1317.1
11610,-876.707,-741.121,-1735.55,-1168.68
11611,-810.142,-810.11,-1672.14,-1104.79
11612,-898.191,-618.178,-1819.37,-1231.18
11613,-984.03,-639.308,-1921.63,-1237.91
11614,-871.282,-643.096,-1876.27,-1298.56
11615,-874.708,-658.043,-1903.98,-1231.52
11616,-1062.74,-541.499,-1777.31,-1123.02
11617,-911.043,-766.289,-1841.11,-1211.82
11618,-858.625,-651.517,-1806.26,-1256.17
11619,-678.271,-577.651,-1976.62,-1177.47
11620,-496.924,-403.759,-1873.34,-1218.64
11621,-473.302,-365.163,-1871.52,-1206.39
11622,-822.031,-514.98,-1974.93,-1242.37
11623,-890.209,-726.43,-1881.44,-1202.38
11624,-740.249,-648.593,-1749.55,-1108.8
11625,-702.843,-472.446,-1738.6,-1215.35
11626,-845.033,-675.295,-1861.3,-1347.98
11627,-846.48,-466.509,-1900.96,-1124.82
11628,-1010.3,-682.547,-1929.73,-1106.42
11629,-886.693,-689.645,-1767.3,-1302.88
11630,-861.4,-692.95,-1772.36,-1151.65
11631,-1024.36,-722.679,-1747.46,-1256.29
11632,-946.751,-694.737,-1732.54,-1286.89
11633,-871.952,-616.829,-1693.58,-1372.88
11634,-662.477,-557.387,-1743.49,-1187.46
11635,-997.577,-408.38,-1753,-1170.14
11636,-776.225,-660.98,-1983.09,-1194.54
11637,-455.359,-304.763,-1802.08,-1036.13
11638,-646.229,-430.014,-1932.23,-1265.61
11639,-875.242,-554.067,-1802.07,-1362.93
11640,-999.74,-810.048,-1898.24,-1347.59
11641,-976.45,-688.994,-1692.61,-1141.26
11642,-933.328,-677.235,-1723.14,-1296.3
11643,-952.983,-742.546,-1693.77,-1185.02
11644,-1107.89,-769.482,-1910.47,-1184.11
11645,-906.847,-699.049,-1997.56,-1251.72
11646,-864.082,-580.397,-1745.12,-1223.81
11647,-891.389,-737.821,-1804.39,-1266.66
11648,-876.48,-701.914,-1765,-1345.42
11649,-766.868,-704.064,-1787.16,-1239.14
11650,-705.198,-358.592,-1820.62,-1111.49
11651,-722.86,-673.329,-1877.67,-1178.59
11652,-826.405,-747.477,-1750.34,-1279.69
11653,-842.122,-586.622,-1835.3,-1334.79
11654,-882.892,-700.935,-1757.45,-1176.85
11655,-832.091,-676.082,-1627.76,-996.673
11656,-845.1,-661.448,-1796.94,-1167.54
11657,-898.205,-589.358,-1721.09,-1225.32
11658,-931.922,-645.059,-1935.22,-1164.76
11659,-903.855,-651.604,-1754.21,-1200.37
11660,-760.379,-531.485,-1742.79,-1285.26
11661,-671.33,-408.115,-1875.58,-1262.28
11662,-955.324,-700.536,-1806.74,-1162.86
11663,-791.19,-686.539,-1813.91,-1155.91
11664,-697.232,-421.037,-1866.67,-1310.11
11665,-698.374,-376.438,-1815.21,-1190.38
11666,-988.902,-757.138,-1785.35,-1139.21
11667,-749.605,-733.433,-1886.62,-1116.34
11668,-1053.02,-758.144,-1910.72,-1233.75
11669,-927.539,-499.096,-1734.99,-1163.25
11670,-415.931,-356.627,-1852.88,-1184.62
11671,-504.154,-475.079,-1774.98,-1289.63
11672,-699.387,-206.315,-1745.05,-1150.43
11673,-681.509,-399.427,-1627.06,-1177.65
11674,-716.316,-291.635,-1642.1,-1153.99
11675,-581.828,-382.579,-1849.85,-1229.56
11676,-563.839,-335.724,-1946.46,-1283.92
11677,-623.692,-355.03,-1920.94,-1380.49
11678,-664.758,-355.742,-1820.63,-1188.87
11679,-729.219,-246.395,-1712.63,-1221.88
11680,-711.114,-277.151,-1789.78,-1257.48
11681,-691.365,-662.915,-1934.8,-1131.57
11682,-880.233,-664.025,-1909.83,-1315.65
11683,-812.601,-768.159,-1907.45,-1111.97
11684,-641.968,-608.942,-1651.51,-1124.11
11685,-835.665,-663.558,-1948.22,-1152.06
11686,-1040.4,-665.772,-1874.29,-1069.59
11687,-688.667,-194.053,-1788.53,-1126.97
11688,-705.323,-228.628,-1763.29,-1300.98
11689,-761.225,-677.726,-1766.58,-1300.49
11690,-774.096,-604.863,-1782.06,-1189.39
11691,-616.906,-362.692,-1616.21,-1226.37
11692,-668.743,-494.943,-1757.49,-1244.17
11693,-569.425,-253.4,-1798.5,-1339.89
11694,-655.09,-427.701,-1681.58,-1229.5
11695,-635.654,-321.683,-1663.09,-1195.38
11696,-503.815,-444.965,-1759.58,-1141.23
11697,-576.538,-353.791,-1864.67,-1225
11698,-503.272,-328.338,-1768.21,-1138.1
11699,-522.521,-402.233,-1752.31,-1180.71
11700,-546.924,-205.388,-1613.59,-1184.1
11701,-490.193,-382.221,-1727.39,-1259.77
11702,-1045.04,-675.3,-1788.11,-1268.86
11703,-780.868,-289.771,-1734.85,-1260.97
11704,-679.394,-272.932,-1771.63,-1446.51
11705,-671.602,-296.873,-1873.33,-1200.85
11706,-719.391,-348.307,-1879.16,-1258.29
11707,-729.605,-463.363,-1850.13,-1350.99
11708,-755.032,-526.844,-1696.61,-1326.37
11709,-735.413,-289.46,-1734.78,-1422.65
11710,-712.667,-467.361,-1799.46,-1317.88
11711,-674.083,-480.65,-1965.57,-1064.75
11712,-884.665,-641.536,-1864.64,-1117.98
11713,-636.629,-302.867,-1709.61,-1080.82
11714,-561.287,-208.507,-1934.27,-1186.33
11715,-643.622,-177.313,-1894.68,-1199.74
11716,-759.983,-382.39,-1903.23,-1454.87
11717,-724.05,-474.045,-1801.87,-1175.84
11718,-842.157,-587.18,-1794.68,-1387.39
11719,-963.843,-691.078,-1758.31,-1273.98
11720,-735.021,-450.752,-1766.34,-1248.94
11721,-820.437,-664.549,-1656.35,-1141.7
11722,-991.623,-719.015,-1701.32,-1326.77
11723,-1000.53,-801.415,-1716.6,-1259.29
11724,-950.828,-762.071,-1839.07,-1231.64
11725,-946.022,-550.202,-1631.2,-1219.94
11726,-812.166,-588.378,-1681.3,-1286.94
11727,-861.067,-595.132,-1716.46,-1309.92
11728,-716.299,-572.218,-1753.8,-1283.25
11729,-703.296,-359.621,-1599.49,-1247.29
11730,-841.844,-540.929,-1722.44,-1238.4
11731,-819.626,-702.822,-1778.79,-1264.6
11732,-769.715,-710.103,-1769.86,-1166.64
11733,-719.821,-595.336,-1862.52,-1150.66
11734,-1019.57,-733.831,-1792.11,-1207.27
11735,-790.623,-728.736,-1706.48,-1100.26
11736,-812.107,-683.857,-1695.69,-1234.33
11737,-951.98,-660.677,-1870.08,-1264.71
11738,-868.619,-525.86,-1757.5,-1199.28
11739,-910.482,-543.231,-1832.94,-1174.1
11740,-546.506,-506.585,-1679.64,-1247.83
11741,-642.243,-370.3,-1726.62,-1094.13
11742,-648.275,-395.327,-1774.3,-1094.55
11743,-663.138,-272.824,-1639.94,-976.119
11744,-636.569,-350.391,-1813.07,-1138.56
11745,-671.278,-367.525,-1814.22,-1256.58
11746,-710.807,-438.422,-1753.98,-1141.32
11747,-536.651,-470.625,-1678.02,-1181.06
11748,-408.21,-404.619,-1863.99,-1379.87
11749,-544.07,-376.057,-1881.6,-1370.92
11750,-446.062,-380.071,-1835.54,-1303.22
11751,-584.161,-363.664,-1790.71,-1395.41
11752,-740.293,-624.228,-1917.53,-1401.75
11753,-981.965,-513.56,-1878.91,-1342.9
11754,-753.973,-528.224,-1620.71,-1451.73
11755,-788.069,-494.155,-1749.83,-1262.79
11756,-716.679,-449.736,-1831.62,-1160.35
11757,-705.533,-449.535,-1873.03,-1269.22
11758,-635.436,-427.725,-1700.63,-1259.93
11759,-489.097,-316.644,-1647.47,-1214.64
11760,-726.845,-526.725,-1677.29,-1255.51
11761,-534.413,-226.896,-1556.41,-1193.27
11762,-646.219,-471.879,-1740.94,-1210.09
11763,-784.56,-696.094,-1873.65,-1295.7
11764,-713.191,-711.43,-1836.36,-1407.25
11765,-734.325,-407.207,-1698.29,-1283.16
11766,-705.269,-246.16,-1696.2,-1280.07
11767,-745.329,-520.014,-1779.2,-1343.45
11768,-723.406,-719.53,-1736.7,-1242.48
11769,-832.107,-667.352,-1824.94,-1303.26
11770,-722.186,-499.985,-1905.35,-1180.82
11771,-710.993,-517.568,-1792.62,-1305.46
11772,-998.095,-728.226,-1787.97,-1254.94
11773,-930.136,-680.444,-1901.63,-1187.73
11774,-947.429,-794.306,-1872.95,-1254.23
11775,-843.425,-740.022,-1890.97,-1244.18
11776,-857.18,-516.683,-1710.12,-1168.13
11777,-538.285,-520.737,-1784.34,-1198.86
11778,-947.134,-533.886,-1860.9,-1245.12
11779,-1176.95,-659.469,-1880.43,-1221.02
11780,-917.192,-640.944,-1802.58,-1226.06
11781,-961.934,-760.596,-1777.5,-1257.38
11782,-1030.61,-679.765,-1796.63,-1166.06
11783,-827.877,-764.461,-1839.17,-1338.31
11784,-1000.53,-588.007,-1897.43,-1277.99
11785,-635.298,-515.578,-1996.65,-1210.58
11786,-757.716,-545.821,-1911.73,-1136.16
11787,-631.373,-545.829,-1955.62,-1325.13
11788,-645.086,-497.442,-1633.09,-1305.43
11789,-642.997,-446.094,-1575.11,-1205.56
11790,-739.337,-474.551,-1977.44,-1213.96
11791,-724.134,-279.756,-1854.78,-1176.81
11792,-717.953,-662.302,-1861.93,-1266.44
11793,-866.486,-746.618,-1660.67,-1365.17
11794,-980.134,-745.058,-1553.69,-1191.36
11795,-1043.34,-741.836,-1725.06,-1227.44
11796,-1023.83,-764.13,-1776.5,-1242.12
11797,-726.999,-643.828,-1789.34,-1191.74
11798,-1013.82,-660.642,-1830.15,-1276.29
11799,-755.047,-728.13,-1738.78,-1155.49
11800,-899.586,-687.663,-1736.1,-1197.43
11801,-960.16,-616.588,-1774.24,-1300.3
11802,-792.136,-107.171,-1764.55,-1195.01
11803,-665.624,-634.571,-1639.3,-1196.44
11804,-862.456,-719.963,-1653.35,-1263.83
11805,-805.544,-782.401,-1749.7,-1204.14
11806,-884.453,-722.344,-1698.14,-1285.63
11807,-913.248,-684.645,-1791.21,-1181.49
11808,-983.622,-644.196,-1866.1,-1280.39
11809,-780.474,-646.118,-1824.25,-1321.34
11810,-848.032,-734.522,-1788.45,-1181.16
11811,-980.198,-734.131,-1816.52,-1185.82
11812,-697.307,-558.63,-1782.28,-1281.09
11813,-916.324,-489.075,-1744.23,-1570.51
11814,-847.503,-531.385,-1832.75,-1240.03
11815,-838.358,-734.637,-1712.77,-1108.26
11816,-853.205,-681.759,-1720.84,-1039.42
11817,-755.7,-731.9,-1652.14,-1492.89
11818,-902.14,-754.929,-1527.22,-1357.6
11819,-672.572,-622.848,-1784.21,-1370.45
11820,-857.532,-741.141,-1767.82,-1392.66
11821,-702.169,-590.554,-1937.05,-1345.7
11822,-979.404,-699.65,-1953.87,-1277.74
11823,-676.388,-672.553,-1787.52,-1338.48
11824,-662.16,-118.128,-1820.58,-1383.95
11825,-550.503,-353.066,-1722.17,-1191.57
11826,-710.608,-344.282,-1849.57,-1065.38
11827,-670.409,-275.989,-1846.79,-1255.51
11828,-432.277,-426.665,-1765.54,-1312.66
11829,-952.976,-468.757,-1745.66,-1275.34
11830,-443.333,-360.069,-1734.71,-1189.52
11831,-693.592,-246.395,-1753.8,-1363.61
11832,-736.693,-217.278,-1743.66,-1306.06
11833,-696.222,-309.775,-1784.96,-1314.38
11834,-766.75,-579.992,-1789.64,-1333
11835,-644.737,-626.6,-1912.1,-1237.07
11836,-959.991,-623.096,-1843.15,-1327.13
11837,-982.263,-704.741,-1956.2,-1226.99
11838,-979.851,-692.7,-1905.07,-1139.09
11839,-990.002,-713.316,-1853.82,-1278.04
11840,-1054.16,-765.392,-1856.62,-1293.69
11841,-1005.09,-664.042,-1851.01,-1242.9
11842,-754.784,-740.842,-1847.55,-1153.05
11843,-834.973,-603.906,-1820.07,-1224.35
11844,-857.608,-837.597,-1837.06,-1242.13
11845,-769.202,-700.194,-1790.1,-1161.03
11846,-916.138,-752.534,-1849.7,-1220.7
11847,-903.07,-733.877,-1712.54,-1209.74
11848,-980.796,-703.648,-1903.37,-1277.85
11849,-925.797,-699.837,-1994.28,-1284.57
11850,-807.487,-692.108,-1938.18,-1258.8
11851,-1059.65,-690.238,-1854.41,-1224.32
11852,-939.372,-707.252,-1605.49,-1111.67
11853,-766.315,-689.789,-1636.85,-1147.26
11854,-756.981,-212.744,-1780.35,-1164.05
11855,-765.432,-188.886,-1855.23,-1220.71
11856,-664.499,-363.993,-1797.98,-1254.01
11857,-610.803,-494.022,-1944.8,-1232.54
11858,-728.33,-283.641,-1874.75,-1313.04
11859,-658.046,-266.289,-1854.28,-1261.65
11860,-712.791,-295.056,-1923.02,-1259.49
11861,-727.214,-320.416,-1889.06,-1329.57
11862,-717.966,-409.764,-1933.99,-1318.77
11863,-629.021,-401.514,-1671.9,-1129.55
11864,-684.782,-306.618,-1760.37,-1434.98
11865,-689.973,-536.383,-1817.45,-1005.02
11866,-711.702,-616.187,-1825.22,-1192.89
11867,-599.823,-262.036,-1564.65,-1152.77
11868,-461.042,-450.911,-1734.3,-1204.03
11869,-712.071,-349.316,-1729.17,-1287.69
11870,-653.864,-547.117,-1844.4,-1164.72
11871,-667.451,-605.027,-1825,-1250.87
11872,-626.389,-526.706,-1955.83,-1194.42
11873,-750.402,-324.715,-1918.11,-1203.78
11874,-479.584,-423.703,-1894.56,-1265.03
11875,-663.075,-368.801,-1866.18,-1223.71
11876,-696.368,-374.523,-1732.84,-1265.43
11877,-642.923,-411.501,-1796.14,-1218.94
11878,-977.55,-683.008,-1723.46,-1158.1
11879,-819.682,-646.982,-1663.02,-1195.97
11880,-879.93,-667.394,-1709.12,-1306.74
11881,-898.765,-661.712,-1734.78,-1139.37
11882,-807.075,-741.471,-1664.1,-1182.33
11883,-695.962,-607.969,-1834.6,-1237.11
11884,-575.871,-520.689,-1731.51,-1215.76
11885,-453.549,-402.994,-1865.13,-1368.32
11886,-563.869,-465.373,-1787.58,-1282.26
11887,-459.781,-393.337,-1929.12,-1316.5
11888,-919.076,-680.769,-1678.58,-1281.52
11889,-457.093,-357.708,-1694.05,-1253.22
11890,-550.046,-414.504,-1804.32,-1156.41
11891,-569.7,-485.142,-1653.14,-1210.3
11892,-703.541,-508.473,-1750.97,-1294.16
11893,-598.087,-400.865,-1767.4,-1134.22
11894,-610.901,-371.096,-1828.9,-1318.42
11895,-660.291,-212.69,-1826.57,-1258.41
11896,-750.182,-660.97,-1901.3,-1155.39
11897,-867.812,-644.633,-1949.83,-1240.17
11898,-953.44,-681.347,-1957.28,-1184.26
11899,-827.011,-697.536,-1898.65,-1215.81
11900,-770.944,-599.426,-1811.37,-1199.46
11901,-474.255,-352.15,-1850.25,-1230.22
11902,-772.651,-507.923,-1840.89,-1304.11
11903,-609.095,-459.808,-1868.36,-1142.61
11904,-610.842,-396.996,-1816.28,-1234.04
11905,-686.643,-418.022,-1807.03,-1256.23
11906,-570.817,-408.824,-1952.24,-1247.02
11907,-637.84,-449.728,-1842.29,-1302.79
11908,-1100.98,-683.287,-1973.4,-1279.36
11909,-1124.73,-734.691,-1705.37,-1250.03
11910,-965.541,-740.512,-1651.12,-1323.3
11911,-942.411,-725.329,-1624.94,-1423.38
11912,-707.274,-703.642,-1616.71,-1425.36
11913,-901.435,-538.878,-1815.78,-1368.94
11914,-794.578,-638.102,-1892.53,-1377.77
11915,-895.499,-684.498,-1838.89,-1128.32
11916,-923.158,-482.947,-1911.58,-1080.11
11917,-708.225,-480.898,-1698.47,-1304.06
11918,-717.236,-320.917,-1688.53,-1208.92
11919,-684.1,-423.642,-1790.12,-1198.8
11920,-941.485,-726.363,-1763.25,-1231.13
11921,-598.573,-507.597,-1879.95,-1276.88
11922,-673.7,-384.345,-1764.67,-1362.61
11923,-684.633,-375.708,-1850.8,-1390.75
11924,-842.786,-621.649,-1854.48,-1384.17
11925,-841.224,-656.561,-1830.43,-1227.65
11926,-911.749,-802.533,-1778.47,-1056.75
11927,-957.375,-710.848,-1804.65,-1334.95
11928,-958.31,-780.27,-1826.5,-1157.78
11929,-733.191,-584.809,-1730.53,-1257.17
11930,-863.513,-626.762,-1616.25,-1294.84
11931,-905.962,-667.864,-1735.46,-1399.1
11932,-944.276,-572.68,-1827.49,-1265.46
11933,-894.409,-566.251,-1885.25,-1229.98
11934,-943.842,-448.476,-1813.93,-1390.42
11935,-904.78,-375.684,-1662.66,-1128.03
11936,-834.758,-549.006,-1956.74,-1150.39
11937,-571.815,-363.748,-1849.62,-1243.72
11938,-717.728,-356.758,-1679.05,-1213.28
11939,-635.106,-433.277,-1809.43,-1127.76
11940,-956.71,-682.227,-1719.09,-1106.92
11941,-748.712,-681.877,-1608.4,-1227.34
11942,-1183.76,-792.686,-1828.7,-1225.71
11943,-756.577,-709.413,-1693.02,-1114.56
11944,-1009.55,-689.739,-1733.98,-1223.86
11945,-882.031,-692.185,-1790.57,-1174.14
11946,-981.644,-665.257,-1965.56,-1119.81
11947,-856.343,-677.203,-1867.95,-1289.78
11948,-1022.26,-744.541,-1623.1,-1218.61
11949,-782.489,-391.64,-1824.18,-1183.01
11950,-882.073,-615.729,-1812.16,-1087.36
11951,-1050.27,-683.157,-1670.55,-1232.83
11952,-939.411,-656.728,-1778.6,-1272.42
11953,-808.56,-731.073,-1925.34,-1342.34
11954,-873.5,-627.857,-1767.59,-1089.17
11955,-840.469,-581.561,-1718.72,-1260.7
11956,-939.271,-582.614,-1927.05,-1154.91
11957,-938.483,-429.632,-1752.81,-1187.04
11958,-907.084,-469.212,-1758.06,-1477.83
11959,-1009.95,-654.678,-1732.02,-1308.83
11960,-890.243,-741.238,-1957.6,-1162.78
11961,-784.187,-747.589,-1898.46,-1181.29
11962,-926.116,-371.051,-1854.55,-1094.4
11963,-874.001,-437.26,-1760.23,-1165.05
11964,-870.269,-554.016,-1768.78,-1098.08
11965,-747.747,-719.656,-1858.54,-1181.55
11966,-1002.86,-713.669,-1816.42,-1210.8
11967,-961.502,-554.77,-1898.64,-1185.43
11968,-842.07,-665.167,-1781.01,-1330.36
11969,-914.64,-622.983,-1752.99,-1240.82
11970,-727.34,-613.453,-1813.99,-1240.97
11971,-901.555,-582.745,-1924.33,-1205.6
11972,-839.639,-673.056,-1848,-1133.86
11973,-1026.43,-578.195,-1614.34,-1269.08
11974,-813.431,-726.29,-1745.57,-1106.83
11975,-804.055,-702.649,-1849.33,-1282.41
11976,-626.196,-434.108,-1852.25,-1328.52
11977,-910.998,-854.376,-1784.95,-1276.07
11978,-1037.65,-656.844,-1793.79,-1213.02
11979,-868.831,-677.486,-1858.42,-1408.01
11980,-698.181,-570.021,-1959.48,-1232.33
11981,-634.465,-203.169,-1854.46,-1345.38
11982,-772.833,-652.664,-1755.52,-1265.39
11983,-860.633,-625.585,-1932.35,-1240.97
11984,-769.149,-675.949,-1828.71,-1072.04
11985,-784.94,-239.061,-1756.63,-1064.99
11986,-1015.67,-686.229,-1577.42,-1293.48
11987,-1000.45,-646.269,-1800.14,-1273.1
11988,-1015.83,-696.366,-1654.51,-1234.61
11989,-875.362,-775.722,-1814.42,-1119.74
11990,-697.434,-471.222,-1747.41,-1185.64
11991,-653.311,-312.234,-1782.33,-1151.03
11992,-733.56,-610.599,-1694.34,-1197.83
11993,-687.409,-194.849,-1693.9,-1232.04
11994,-717.707,-502.137,-1768.84,-1096.52
11995,-684.87,-329.828,-1846.49,-1194.42
11996,-564.921,-355.167,-1866.02,-1270.35
11997,-782.576,-492.464,-1989.95,-1213.03
11998,-732.772,-430.737,-1881.24,-1176.88
11999,-509.801,-193.709,-1914.99,-1225.52
12000,-576.707,-386.299,-1825.54,-1254.66
12001,-427.904,-368.897,-1635.48,-1324.93
12002,-521.192,-269.266,-1798.22,-1202.47
12003,-644.302,-608.766,-1622.32,-1273.09
12004,-776.942,-580.871,-1764.43,-1291.18
12005,-884.224,-492.013,-1787.55,-1127.06
12006,-825.748,-489.591,-1821.55,-1054.86
12007,-686.966,-569.718,-1763.06,-1255.5
12008,-888.863,-696.29,-1967.17,-1359.78
12009,-1071.03,-714.786,-1813.09,-1213.91
12010,-981.411,-783.499,-1723.49,-1305.98
12011,-922.349,-727.323,-1693.83,-1197.34
12012,-944.985,-689.908,-1652.67,-1157.62
12013,-761.935,-683.036,-1843.62,-1243.21
12014,-902.681,-731.406,-1613.8,-1204.54
12015,-619.06,-518.045,-1747.93,-1365.39
12016,-644.672,-426.983,-1620.77,-1386.83
12017,-671.747,-284.435,-1687.22,-1266.89
12018,-643.074,-302.428,-1610.73,-1170.33
12019,-727.28,-478.147,-1437.8,-1086.8
12020,-977.562,-649.339,-1791.43,-1081.33
12021,-787.99,-748.579,-1819.64,-1445.89
12022,-671.97,-617.24,-1786.56,-1239
12023,-973.809,-669.059,-1803.59,-1354.85
12024,-888.044,-529.093,-1854.29,-1213.21
12025,-899.075,-730.234,-1838.43,-1243.17
12026,-941.482,-683.174,-1672.5,-1372.92
12027,-606.733,-144.656,-1864.19,-1367.89
12028,-598.194,-428.409,-1807.72,-1215.14
12029,-740.099,-183.372,-1944.27,-1109.03
12030,-654.832,-36.6521,-1830.79,-1222.51
12031,-622.576,-262.9,-1919.88,-1316.2
12032,-660.59,-530.672,-1780.95,-1266.18
12033,-480.851,-335.053,-1797.14,-1177.39
12034,-533.908,-377.333,-1866.61,-1290.69
12035,-627.216,-285.158,-1703.72,-1305.53
12036,-784.87,-280.012,-1731.39,-1389.25
12037,-696.991,-233.448,-1777.93,-1187.04
12038,-525.845,-266.993,-1777.94,-1219.04
12039,-702.025,-366.366,-1697.59,-1166.11
12040,-706.572,-372.742,-1978.19,-1327.81
12041,-668.214,-439.082,-1656.73,-1349.26
12042,-685.193,-512.99,-1671.82,-1214.58
12043,-677.947,-346.807,-1643.26,-1126.33
12044,-738.128,-247.002,-1740.78,-1187.89
12045,-798.659,-313.888,-1932.45,-1296.82
12046,-627.981,-338.051,-1841.66,-1195.16
12047,-730.885,-348.53,-1845.28,-1255.89
12048,-724.149,-595.948,-1889.35,-1374.11
12049,-718.714,-671.451,-1790.94,-1209.68
12050,-944.038,-443.356,-1949.98,-1229.44
12051,-1138.81,-832.367,-1801.51,-1286.93
12052,-981.281,-723.912,-1934.32,-1297.72
12053,-773.295,-637.117,-1843.9,-1200.13
12054,-907.986,-600.749,-1749,-1179.26
12055,-809.476,-780.957,-1747.01,-1187.59
12056,-751.269,-720.373,-1746.36,-1260.01
12057,-860.096,-745.76,-1613.6,-1230.54
12058,-853.505,-620.135,-1689.52,-1201.13
12059,-919.411,-644.534,-1720.94,-1270.93
12060,-721.872,-682.605,-1696.74,-1299.41
12061,-862.602,-743.28,-1688.73,-1297.27
12062,-738.759,-694.654,-1776.24,-1172.62
12063,-951.259,-664.168,-1904.7,-1252.25
12064,-757.091,-360.357,-1873.99,-1249.77
12065,-621.604,-394.497,-1818.56,-1233.14
12066,-555.302,-464.001,-1589.14,-1149.83
12067,-557.637,-267.262,-1719.81,-1119.56
12068,-796.421,-386.886,-1785.81,-1143.53
12069,-534.424,-386.728,-1888.07,-1182.63
12070,-536.865,-229.874,-1536.41,-1221.29
12071,-547.325,-400.353,-1675.33,-1107.05
12072,-538.004,-353.172,-1970.11,-1185.59
12073,-777.915,-601.067,-1767.73,-1123.49
12074,-842.587,-403.911,-1843.9,-1143.88
12075,-922.137,-719.741,-1811.44,-1241
12076,-1071.31,-729.74,-1833.72,-1138.38
12077,-1019.56,-736.885,-1767.32,-1266.84
12078,-1003.55,-724.152,-1834.37,-1232.56
12079,-1018.5,-698.735,-1774.1,-1253.38
12080,-874.47,-676.165,-1775.92,-1354.27
12081,-616.481,-378.592,-1888.16,-1262.25
